epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3960.66,0.80224,0.69474,1.24752,0.9193,0.84536,0.92107,0.80103,0.63348,0.54663,1.09514,0.000547075,0.000547075,0.000547075
185,3982.55,0.79791,0.6803,1.23742,0.89775,0.86145,0.9129,0.7885,0.63948,0.59193,1.10328,0.0005446,0.0005446,0.0005446
186,4003.26,0.78897,0.66806,1.22441,0.91178,0.8533,0.91742,0.79826,0.63663,0.57942,1.1015,0.000542125,0.000542125,0.000542125
187,4024.91,0.77795,0.64306,1.2301,0.89942,0.9036,0.92669,0.80414,0.64797,0.53662,1.10093,0.00053965,0.00053965,0.00053965
188,4045.98,0.79257,0.70179,1.24068,0.93581,0.85102,0.92316,0.78417,0.66645,0.54729,1.10093,0.000537175,0.000537175,0.000537175
189,4067.53,0.78265,0.67772,1.23156,0.91789,0.83669,0.91781,0.79562,0.6386,0.56578,1.084,0.0005347,0.0005347,0.0005347
190,4089.38,0.80718,0.6786,1.24293,0.86393,0.89593,0.92591,0.79557,0.65519,0.55292,1.08719,0.000532225,0.000532225,0.000532225
191,4110.21,0.78096,0.65326,1.22894,0.91423,0.86202,0.91444,0.79861,0.62944,0.53975,1.08691,0.00052975,0.00052975,0.00052975
192,4131.76,0.78018,0.65343,1.21502,0.91746,0.84378,0.91607,0.80405,0.62327,0.55959,1.06847,0.000527275,0.000527275,0.000527275
193,4152.56,0.77031,0.64639,1.20724,0.91375,0.89089,0.92547,0.7973,0.66251,0.51966,1.08869,0.0005248,0.0005248,0.0005248
194,4174.15,0.77418,0.64754,1.22719,0.92656,0.87143,0.91455,0.77904,0.6791,0.54613,1.1134,0.000522325,0.000522325,0.000522325
195,4195.94,0.78739,0.65796,1.2367,0.93394,0.85452,0.92143,0.79142,0.66677,0.54267,1.09789,0.00051985,0.00051985,0.00051985
196,4216.75,0.77738,0.6445,1.22158,0.91043,0.86027,0.92821,0.81642,0.61594,0.55889,1.06769,0.000517375,0.000517375,0.000517375
197,4238.57,0.79154,0.67307,1.2294,0.91438,0.85512,0.9298,0.80704,0.63549,0.52598,1.08856,0.0005149,0.0005149,0.0005149
198,4259.07,0.7584,0.63494,1.19944,0.91138,0.88227,0.92482,0.79507,0.65146,0.51862,1.10148,0.000512425,0.000512425,0.000512425
199,4280.84,0.76705,0.65799,1.23408,0.91862,0.88695,0.93318,0.80629,0.63959,0.51111,1.08512,0.00050995,0.00050995,0.00050995
200,4302.5,0.77906,0.65306,1.22582,0.93247,0.88616,0.93338,0.81259,0.6029,0.49604,1.06434,0.000507475,0.000507475,0.000507475
201,4323.2,0.74509,0.64645,1.20411,0.9242,0.88891,0.9326,0.81208,0.60969,0.48411,1.06654,0.000505,0.000505,0.000505
202,4344.83,0.75751,0.61934,1.2027,0.88054,0.89691,0.92718,0.81042,0.61682,0.49618,1.06724,0.000502525,0.000502525,0.000502525
203,4365.68,0.78467,0.65956,1.2297,0.9246,0.87899,0.92347,0.79835,0.64834,0.52985,1.09366,0.00050005,0.00050005,0.00050005
204,4387.31,0.76107,0.6366,1.20232,0.90282,0.87567,0.92011,0.80834,0.61119,0.53901,1.0604,0.000497575,0.000497575,0.000497575
205,4409.32,0.78757,0.64818,1.22023,0.93786,0.85077,0.92917,0.78662,0.65851,0.52781,1.09815,0.0004951,0.0004951,0.0004951
206,4429.9,0.76314,0.65801,1.21143,0.93463,0.8746,0.93177,0.80548,0.62829,0.49423,1.07877,0.000492625,0.000492625,0.000492625
207,4451.46,0.76249,0.6286,1.2082,0.91022,0.8806,0.92357,0.8056,0.64056,0.52339,1.09039,0.00049015,0.00049015,0.00049015
208,4472.12,0.7261,0.61467,1.19507,0.91807,0.87854,0.92535,0.79229,0.64827,0.50822,1.09758,0.000487675,0.000487675,0.000487675
209,4493.55,0.76875,0.64591,1.21374,0.89935,0.87612,0.91656,0.79652,0.66129,0.54358,1.09885,0.0004852,0.0004852,0.0004852
210,4515.46,0.75392,0.63522,1.20435,0.91685,0.90229,0.93444,0.81637,0.60652,0.47945,1.07705,0.000482725,0.000482725,0.000482725
211,4536.38,0.74379,0.6198,1.20631,0.91216,0.89996,0.92928,0.81236,0.61891,0.50414,1.08649,0.00048025,0.00048025,0.00048025
212,4558.34,0.76567,0.64716,1.21661,0.89415,0.89069,0.92365,0.81205,0.61156,0.50698,1.08476,0.000477775,0.000477775,0.000477775
213,4579.43,0.75637,0.62909,1.21172,0.88613,0.86989,0.9175,0.81072,0.59021,0.53515,1.06666,0.0004753,0.0004753,0.0004753
214,4600.53,0.75156,0.62173,1.20809,0.92433,0.86596,0.91714,0.79437,0.628,0.54028,1.10773,0.000472825,0.000472825,0.000472825
215,4622,0.75979,0.61543,1.2072,0.92432,0.88756,0.92557,0.80363,0.62278,0.521,1.08494,0.00047035,0.00047035,0.00047035
216,4642.6,0.75835,0.64277,1.21302,0.92434,0.87359,0.92115,0.80963,0.61151,0.54586,1.0804,0.000467875,0.000467875,0.000467875
217,4664.3,0.75348,0.63635,1.20425,0.91947,0.89744,0.92014,0.81464,0.59417,0.50742,1.07573,0.0004654,0.0004654,0.0004654
218,4685.21,0.74017,0.63652,1.21213,0.89218,0.88318,0.91956,0.81077,0.61392,0.51698,1.08282,0.000462925,0.000462925,0.000462925
219,4706.59,0.74077,0.60891,1.19465,0.90632,0.87444,0.92141,0.81077,0.60405,0.51244,1.08285,0.00046045,0.00046045,0.00046045
220,4727.97,0.75954,0.64229,1.20941,0.87572,0.89069,0.91193,0.80809,0.60207,0.51804,1.07926,0.000457975,0.000457975,0.000457975
221,4748.55,0.75903,0.62369,1.21484,0.88828,0.88431,0.9206,0.80877,0.60166,0.49059,1.07382,0.0004555,0.0004555,0.0004555
222,4770.2,0.74265,0.60783,1.20665,0.91261,0.87825,0.92742,0.81293,0.58865,0.48108,1.06354,0.000453025,0.000453025,0.000453025
223,4791.26,0.74679,0.6298,1.19788,0.88,0.89042,0.91748,0.81131,0.59938,0.52298,1.06322,0.00045055,0.00045055,0.00045055
224,4812.2,0.74315,0.62813,1.20929,0.90818,0.85957,0.92357,0.80128,0.61293,0.51336,1.07714,0.000448075,0.000448075,0.000448075
225,4833.92,0.74904,0.61749,1.20754,0.89783,0.89223,0.92936,0.81211,0.61299,0.48719,1.07661,0.0004456,0.0004456,0.0004456
226,4854.52,0.75369,0.61171,1.20727,0.88756,0.88582,0.92945,0.81118,0.63109,0.50106,1.08082,0.000443125,0.000443125,0.000443125
227,4875.92,0.7601,0.62915,1.20518,0.88751,0.90254,0.92704,0.81372,0.61197,0.49581,1.06621,0.00044065,0.00044065,0.00044065
228,4896.8,0.73878,0.59961,1.19795,0.89484,0.89975,0.92517,0.80825,0.60835,0.51391,1.0663,0.000438175,0.000438175,0.000438175
229,4917.67,0.74038,0.62556,1.19924,0.88989,0.87583,0.91854,0.80259,0.61558,0.51417,1.06757,0.0004357,0.0004357,0.0004357
230,4939.54,0.74361,0.62606,1.20022,0.89992,0.88453,0.92307,0.80454,0.61066,0.49663,1.07594,0.000433225,0.000433225,0.000433225
231,4960.28,0.73548,0.60555,1.19705,0.91692,0.88218,0.92605,0.80728,0.6229,0.50732,1.09477,0.00043075,0.00043075,0.00043075
232,4981.8,0.72717,0.6025,1.18447,0.91749,0.87267,0.92458,0.80845,0.61743,0.50669,1.08418,0.000428275,0.000428275,0.000428275
233,5002.94,0.74285,0.60475,1.20829,0.91245,0.87126,0.92309,0.81485,0.61582,0.53603,1.07142,0.0004258,0.0004258,0.0004258
234,5024.11,0.72231,0.58923,1.18192,0.90719,0.89855,0.91866,0.80856,0.60508,0.51854,1.06576,0.000423325,0.000423325,0.000423325
235,5045.8,0.7345,0.60286,1.1884,0.937,0.86075,0.92553,0.8002,0.61349,0.51023,1.09839,0.00042085,0.00042085,0.00042085
236,5067.01,0.75131,0.6139,1.20337,0.91149,0.90793,0.93458,0.81551,0.6047,0.49355,1.0814,0.000418375,0.000418375,0.000418375
237,5089,0.7133,0.57423,1.17544,0.9275,0.89034,0.92507,0.81409,0.59699,0.5107,1.06938,0.0004159,0.0004159,0.0004159
238,5110.79,0.73176,0.61865,1.19026,0.90322,0.88976,0.92189,0.81782,0.58991,0.53127,1.05557,0.000413425,0.000413425,0.000413425
239,5132.06,0.71544,0.60203,1.17951,0.92206,0.87558,0.92114,0.8095,0.5915,0.51695,1.0723,0.00041095,0.00041095,0.00041095
240,5154.05,0.74821,0.60363,1.20287,0.9085,0.8606,0.9212,0.811,0.59679,0.5225,1.05896,0.000408475,0.000408475,0.000408475
241,5175.48,0.73857,0.60463,1.19857,0.88334,0.89582,0.92882,0.80892,0.62482,0.49659,1.07214,0.000406,0.000406,0.000406
242,5197.17,0.71562,0.5866,1.18295,0.90182,0.88451,0.92105,0.80714,0.60079,0.53851,1.0732,0.000403525,0.000403525,0.000403525
243,5219.12,0.75049,0.61683,1.20526,0.90775,0.89537,0.92145,0.80357,0.62383,0.52968,1.09256,0.00040105,0.00040105,0.00040105
244,5240.17,0.70126,0.58309,1.18842,0.90776,0.89069,0.91733,0.80466,0.59878,0.50634,1.06234,0.000398575,0.000398575,0.000398575
245,5262.2,0.7194,0.59769,1.17304,0.93378,0.85414,0.92428,0.8015,0.62093,0.53453,1.0788,0.0003961,0.0003961,0.0003961
246,5283.69,0.73878,0.60937,1.20739,0.90425,0.88467,0.93154,0.81763,0.60334,0.51901,1.05896,0.000393625,0.000393625,0.000393625
247,5304.72,0.70608,0.57126,1.16851,0.90226,0.89433,0.93479,0.82258,0.61551,0.49127,1.07072,0.00039115,0.00039115,0.00039115
248,5327.04,0.72229,0.59665,1.18786,0.92238,0.87572,0.93042,0.81535,0.59819,0.50014,1.06151,0.000388675,0.000388675,0.000388675
249,5348.15,0.71428,0.57943,1.17588,0.90789,0.89331,0.93262,0.81153,0.60479,0.50374,1.06872,0.0003862,0.0003862,0.0003862
250,5370.09,0.7196,0.58774,1.18444,0.95163,0.86063,0.93427,0.81594,0.60944,0.50371,1.07435,0.000383725,0.000383725,0.000383725
251,5391.86,0.72826,0.58748,1.18603,0.91344,0.89347,0.9312,0.81786,0.59441,0.5078,1.05526,0.00038125,0.00038125,0.00038125
252,5412.78,0.72278,0.57295,1.19381,0.92042,0.88111,0.92909,0.82238,0.59362,0.48739,1.06727,0.000378775,0.000378775,0.000378775
253,5434.45,0.73227,0.59621,1.19407,0.9161,0.88369,0.92359,0.81466,0.59193,0.5018,1.0473,0.0003763,0.0003763,0.0003763
254,5455.44,0.72797,0.60311,1.19684,0.90865,0.88676,0.92333,0.81272,0.60132,0.51461,1.04655,0.000373825,0.000373825,0.000373825
255,5476.95,0.71478,0.57389,1.18418,0.92126,0.88473,0.92536,0.81476,0.58505,0.51565,1.05415,0.00037135,0.00037135,0.00037135
256,5498.55,0.70949,0.5741,1.18437,0.93466,0.86804,0.92097,0.81165,0.60234,0.54354,1.05674,0.000368875,0.000368875,0.000368875
257,5519.21,0.71541,0.57897,1.17273,0.91504,0.89949,0.9258,0.8189,0.59234,0.5116,1.0465,0.0003664,0.0003664,0.0003664
258,5540.86,0.72976,0.60756,1.19701,0.90275,0.9152,0.93048,0.82117,0.61154,0.49935,1.06788,0.000363925,0.000363925,0.000363925
259,5561.92,0.69279,0.56308,1.16035,0.9212,0.90772,0.93481,0.82424,0.60208,0.49759,1.04466,0.00036145,0.00036145,0.00036145
260,5583.12,0.70493,0.56979,1.1813,0.92427,0.88973,0.93236,0.82688,0.6026,0.52804,1.05331,0.000358975,0.000358975,0.000358975
261,5604.82,0.69352,0.5581,1.1638,0.92587,0.86397,0.92245,0.8148,0.6055,0.52395,1.04728,0.0003565,0.0003565,0.0003565
262,5625.5,0.71578,0.58297,1.17953,0.92575,0.86976,0.92148,0.81363,0.59846,0.5259,1.0503,0.000354025,0.000354025,0.000354025
263,5647.21,0.71691,0.57914,1.18241,0.92335,0.87731,0.92363,0.81469,0.60561,0.50416,1.0425,0.00035155,0.00035155,0.00035155
264,5668.26,0.70709,0.58065,1.17175,0.91961,0.88198,0.93129,0.80987,0.63265,0.5205,1.05878,0.000349075,0.000349075,0.000349075
265,5689.27,0.70781,0.56879,1.17639,0.9298,0.87581,0.92524,0.81897,0.59689,0.48228,1.04857,0.0003466,0.0003466,0.0003466
266,5710.84,0.6998,0.55734,1.1688,0.9131,0.86056,0.92666,0.81545,0.58816,0.50896,1.04093,0.000344125,0.000344125,0.000344125
267,5731.44,0.70262,0.56061,1.17383,0.91872,0.87898,0.92579,0.81883,0.58976,0.48905,1.05252,0.00034165,0.00034165,0.00034165
268,5753.11,0.69916,0.56143,1.16961,0.92556,0.89073,0.93463,0.83079,0.59238,0.48289,1.05655,0.000339175,0.000339175,0.000339175
269,5774.33,0.67681,0.55378,1.15668,0.94984,0.87427,0.9375,0.83485,0.57498,0.47114,1.04103,0.0003367,0.0003367,0.0003367
270,5795.69,0.70111,0.56557,1.17732,0.92781,0.88909,0.93315,0.8244,0.60068,0.48467,1.06633,0.000334225,0.000334225,0.000334225
271,5817.28,0.6792,0.56026,1.1615,0.94002,0.88719,0.93318,0.82615,0.58815,0.46751,1.05093,0.00033175,0.00033175,0.00033175
272,5837.86,0.69475,0.54578,1.1612,0.92808,0.87982,0.92784,0.81619,0.59301,0.47069,1.05129,0.000329275,0.000329275,0.000329275
273,5859.52,0.70893,0.58024,1.18626,0.90598,0.89472,0.92228,0.80378,0.61535,0.50764,1.06331,0.0003268,0.0003268,0.0003268
274,5880.53,0.6772,0.54653,1.15593,0.9186,0.88942,0.93106,0.82018,0.59769,0.49817,1.041,0.000324325,0.000324325,0.000324325
275,5901.68,0.70509,0.56251,1.17155,0.94271,0.86269,0.92614,0.814,0.60765,0.50867,1.05799,0.00032185,0.00032185,0.00032185
276,5923.29,0.68234,0.54908,1.15984,0.95439,0.85592,0.9304,0.81613,0.61929,0.49612,1.06566,0.000319375,0.000319375,0.000319375
277,5944.08,0.69324,0.54687,1.16582,0.89362,0.88978,0.9283,0.81277,0.58239,0.50653,1.05285,0.0003169,0.0003169,0.0003169
278,5965.73,0.67894,0.54253,1.1628,0.89896,0.89628,0.93245,0.8302,0.55875,0.47989,1.01953,0.000314425,0.000314425,0.000314425
279,5986.58,0.6953,0.54938,1.16525,0.89697,0.88502,0.92729,0.8262,0.55482,0.51119,1.01948,0.00031195,0.00031195,0.00031195
280,6007.74,0.71254,0.5729,1.18016,0.93162,0.87147,0.92395,0.82179,0.58273,0.5089,1.04472,0.000309475,0.000309475,0.000309475
281,6029.31,0.69255,0.5662,1.16963,0.92679,0.88022,0.92828,0.82694,0.57977,0.49391,1.05168,0.000307,0.000307,0.000307
282,6050.04,0.67894,0.53168,1.15188,0.93245,0.86656,0.92128,0.8155,0.58318,0.52822,1.0487,0.000304525,0.000304525,0.000304525
283,6071.43,0.7092,0.56307,1.18518,0.91911,0.88357,0.93435,0.8215,0.56951,0.50225,1.04217,0.00030205,0.00030205,0.00030205
284,6092.19,0.67097,0.52791,1.13996,0.91134,0.89523,0.93609,0.82462,0.58213,0.49937,1.05688,0.000299575,0.000299575,0.000299575
285,6113.44,0.66712,0.54216,1.15568,0.90815,0.9,0.9346,0.82172,0.59795,0.49364,1.06152,0.0002971,0.0002971,0.0002971
286,6134.85,0.68991,0.54643,1.16579,0.91201,0.89674,0.93371,0.81691,0.59855,0.49092,1.0742,0.000294625,0.000294625,0.000294625
287,6155.84,0.69542,0.55213,1.17349,0.93735,0.87087,0.92806,0.81721,0.58019,0.50318,1.05403,0.00029215,0.00029215,0.00029215
288,6177.26,0.66398,0.54306,1.15483,0.93355,0.88973,0.92465,0.81008,0.59756,0.50123,1.06527,0.000289675,0.000289675,0.000289675
289,6198.3,0.696,0.56496,1.17015,0.92091,0.89166,0.92501,0.82006,0.58171,0.50478,1.06097,0.0002872,0.0002872,0.0002872
290,6219.66,0.66955,0.53567,1.14959,0.93274,0.86694,0.92676,0.81671,0.58546,0.50315,1.06574,0.000284725,0.000284725,0.000284725
291,6241.18,0.67351,0.53873,1.15213,0.92904,0.87707,0.92443,0.81911,0.58835,0.51188,1.06904,0.00028225,0.00028225,0.00028225
292,6262.05,0.70335,0.55711,1.17868,0.89214,0.91403,0.92445,0.82026,0.58743,0.50715,1.07128,0.000279775,0.000279775,0.000279775
293,6283.79,0.67645,0.52061,1.157,0.92276,0.8779,0.92504,0.82018,0.58557,0.50325,1.07019,0.0002773,0.0002773,0.0002773
294,6305.02,0.68254,0.54235,1.16289,0.91844,0.87475,0.92161,0.81726,0.58898,0.50944,1.06742,0.000274825,0.000274825,0.000274825
295,6326.37,0.667,0.52619,1.15006,0.92285,0.8814,0.93354,0.82126,0.61661,0.50569,1.07027,0.00027235,0.00027235,0.00027235
296,6347.88,0.66611,0.53379,1.14447,0.93732,0.86423,0.93019,0.81732,0.59929,0.50433,1.06677,0.000269875,0.000269875,0.000269875
297,6368.6,0.66343,0.5258,1.14397,0.91981,0.88435,0.93516,0.81921,0.59531,0.48839,1.07975,0.0002674,0.0002674,0.0002674
298,6390.35,0.68494,0.55819,1.16957,0.92486,0.87495,0.93226,0.81742,0.58883,0.47763,1.08155,0.000264925,0.000264925,0.000264925
299,6411.86,0.67557,0.54887,1.16999,0.9119,0.888,0.93409,0.81884,0.5985,0.48742,1.08483,0.00026245,0.00026245,0.00026245
300,6433.15,0.67966,0.54018,1.14828,0.89557,0.90155,0.92925,0.82263,0.57622,0.4817,1.06578,0.000259975,0.000259975,0.000259975
301,6454.8,0.6862,0.54836,1.1585,0.88965,0.90108,0.93049,0.82029,0.58932,0.48314,1.07222,0.0002575,0.0002575,0.0002575
302,6475.46,0.67107,0.53214,1.15359,0.91132,0.89556,0.93376,0.82748,0.58213,0.4712,1.06668,0.000255025,0.000255025,0.000255025
303,6497.09,0.67662,0.53267,1.16093,0.90037,0.89138,0.9335,0.82858,0.57081,0.46318,1.05576,0.00025255,0.00025255,0.00025255
304,6518.75,0.68693,0.54684,1.16978,0.89487,0.89149,0.93352,0.82894,0.56628,0.47565,1.05653,0.000250075,0.000250075,0.000250075
305,6539.6,0.65914,0.51531,1.1487,0.89292,0.88974,0.93311,0.82138,0.56794,0.46552,1.05349,0.0002476,0.0002476,0.0002476
306,6561.35,0.66218,0.53188,1.16102,0.9151,0.87441,0.92828,0.81959,0.5731,0.47925,1.06599,0.000245125,0.000245125,0.000245125
307,6582.31,0.66232,0.52965,1.15419,0.9075,0.907,0.9296,0.82445,0.58375,0.47522,1.07222,0.00024265,0.00024265,0.00024265
308,6604.09,0.65635,0.51047,1.14291,0.92284,0.89218,0.93155,0.82828,0.57671,0.4819,1.06663,0.000240175,0.000240175,0.000240175
309,6625.93,0.63762,0.49072,1.1306,0.92685,0.88729,0.92947,0.82821,0.5697,0.49313,1.05951,0.0002377,0.0002377,0.0002377
310,6646.84,0.6409,0.50851,1.14251,0.91992,0.87412,0.92826,0.8198,0.57343,0.49745,1.05655,0.000235225,0.000235225,0.000235225
311,6668.54,0.65312,0.50616,1.14675,0.91168,0.88199,0.92491,0.81899,0.58787,0.49377,1.06544,0.00023275,0.00023275,0.00023275
312,6689.37,0.66296,0.53398,1.15371,0.92697,0.86945,0.92502,0.81815,0.5882,0.49108,1.07241,0.000230275,0.000230275,0.000230275
313,6710.95,0.66593,0.53013,1.15314,0.92875,0.86485,0.9305,0.81858,0.59134,0.49844,1.07243,0.0002278,0.0002278,0.0002278
314,6732.61,0.66937,0.53137,1.14967,0.91565,0.86849,0.92814,0.82235,0.584,0.48615,1.06517,0.000225325,0.000225325,0.000225325
315,6753.36,0.65944,0.5131,1.14638,0.91691,0.88058,0.93227,0.82258,0.58493,0.47525,1.05916,0.00022285,0.00022285,0.00022285
316,6774.93,0.66639,0.52409,1.15266,0.91193,0.87074,0.93079,0.82297,0.59294,0.49691,1.07145,0.000220375,0.000220375,0.000220375
317,6795.9,0.6711,0.53465,1.16045,0.8824,0.90366,0.92756,0.81616,0.59197,0.49923,1.08483,0.0002179,0.0002179,0.0002179
318,6817.5,0.66887,0.54684,1.15953,0.94084,0.85777,0.92763,0.82143,0.58339,0.48868,1.06812,0.000215425,0.000215425,0.000215425
319,6839.28,0.68267,0.55019,1.16194,0.92204,0.88953,0.93236,0.82614,0.58371,0.48816,1.05884,0.00021295,0.00021295,0.00021295
320,6859.97,0.65685,0.51707,1.14237,0.92552,0.88762,0.93025,0.82277,0.58667,0.49387,1.05505,0.000210475,0.000210475,0.000210475
321,6881.7,0.62991,0.5079,1.127,0.92407,0.8951,0.93208,0.82492,0.58218,0.48708,1.05459,0.000208,0.000208,0.000208
322,6902.69,0.65617,0.51495,1.14508,0.92926,0.89233,0.92322,0.81861,0.59965,0.48132,1.07199,0.000205525,0.000205525,0.000205525
323,6924.13,0.66318,0.53616,1.14975,0.92815,0.87554,0.93127,0.8261,0.58449,0.47581,1.05763,0.00020305,0.00020305,0.00020305
324,6945.62,0.65001,0.51066,1.13934,0.91646,0.88914,0.93787,0.82752,0.5724,0.47004,1.04972,0.000200575,0.000200575,0.000200575
325,6966.43,0.63671,0.50737,1.12095,0.92749,0.88352,0.93536,0.83078,0.56917,0.47687,1.04559,0.0001981,0.0001981,0.0001981
326,6988.03,0.65073,0.51287,1.14456,0.92817,0.89337,0.93676,0.83713,0.56152,0.45814,1.04147,0.000195625,0.000195625,0.000195625
327,7008.94,0.64192,0.50741,1.13126,0.92595,0.90513,0.93291,0.83109,0.56953,0.4544,1.04238,0.00019315,0.00019315,0.00019315
328,7030.3,0.64106,0.50165,1.13021,0.93416,0.88844,0.9351,0.83293,0.56525,0.45339,1.03144,0.000190675,0.000190675,0.000190675
329,7052.14,0.65404,0.50634,1.14292,0.9438,0.87354,0.93108,0.83173,0.56448,0.46787,1.02905,0.0001882,0.0001882,0.0001882
330,7072.9,0.65186,0.51612,1.15073,0.91804,0.88646,0.93084,0.83036,0.57397,0.4685,1.03344,0.000185725,0.000185725,0.000185725
331,7094.62,0.6561,0.52038,1.1392,0.90959,0.89739,0.93354,0.8259,0.58368,0.47573,1.04358,0.00018325,0.00018325,0.00018325
332,7115.91,0.65113,0.51455,1.14328,0.95507,0.86645,0.93448,0.8258,0.58323,0.44765,1.04963,0.000180775,0.000180775,0.000180775
333,7137.09,0.64748,0.51898,1.14376,0.91669,0.90037,0.93251,0.82879,0.57198,0.44729,1.0403,0.0001783,0.0001783,0.0001783
334,7158.66,0.64995,0.51074,1.13266,0.92908,0.88923,0.92926,0.82802,0.57552,0.46163,1.04786,0.000175825,0.000175825,0.000175825
335,7179.31,0.64093,0.50414,1.13476,0.91264,0.89844,0.93171,0.82939,0.56973,0.46461,1.04177,0.00017335,0.00017335,0.00017335
336,7200.99,0.64375,0.52179,1.14257,0.92608,0.88545,0.92935,0.82417,0.57181,0.48947,1.04504,0.000170875,0.000170875,0.000170875
337,7221.85,0.62032,0.48246,1.12622,0.90787,0.88522,0.92664,0.82311,0.56821,0.48878,1.04441,0.0001684,0.0001684,0.0001684
338,7243.27,0.64018,0.49824,1.13492,0.95553,0.85699,0.9261,0.823,0.57809,0.48443,1.04577,0.000165925,0.000165925,0.000165925
339,7264.71,0.65192,0.51213,1.13903,0.92489,0.87242,0.92574,0.82891,0.56757,0.48722,1.03156,0.00016345,0.00016345,0.00016345
340,7285.27,0.63983,0.51155,1.13556,0.9492,0.86189,0.92719,0.822,0.57504,0.4883,1.04345,0.000160975,0.000160975,0.000160975
341,7306.62,0.63222,0.48675,1.12883,0.92759,0.87995,0.92612,0.82129,0.58695,0.4953,1.05679,0.0001585,0.0001585,0.0001585
342,7327.37,0.64445,0.49864,1.13551,0.91538,0.88957,0.92643,0.82133,0.58995,0.50403,1.05258,0.000156025,0.000156025,0.000156025
343,7348.71,0.63655,0.51914,1.14478,0.92354,0.88092,0.92992,0.8252,0.59179,0.49369,1.0478,0.00015355,0.00015355,0.00015355
344,7370.01,0.62087,0.48409,1.11788,0.91395,0.89466,0.92864,0.82657,0.59452,0.49001,1.06423,0.000151075,0.000151075,0.000151075
345,7390.7,0.62149,0.48677,1.12305,0.90889,0.8913,0.926,0.82225,0.59177,0.4881,1.05889,0.0001486,0.0001486,0.0001486
346,7412.35,0.65285,0.51367,1.13397,0.91681,0.88454,0.93142,0.8275,0.58212,0.48184,1.04755,0.000146125,0.000146125,0.000146125
347,7433.13,0.63707,0.50117,1.1356,0.91413,0.89673,0.93151,0.8298,0.57062,0.48152,1.04092,0.00014365,0.00014365,0.00014365
348,7454.42,0.64302,0.50692,1.13846,0.93817,0.87143,0.92962,0.8296,0.57434,0.49886,1.04184,0.000141175,0.000141175,0.000141175
349,7475.95,0.62638,0.49713,1.13455,0.90916,0.88965,0.92483,0.82667,0.57656,0.49547,1.04116,0.0001387,0.0001387,0.0001387
350,7497.05,0.63916,0.50714,1.13167,0.92321,0.88086,0.92641,0.82558,0.58121,0.50275,1.04752,0.000136225,0.000136225,0.000136225
351,7518.68,0.61935,0.48654,1.13117,0.93826,0.87334,0.92733,0.82833,0.57646,0.48734,1.04547,0.00013375,0.00013375,0.00013375
352,7539.42,0.61971,0.4867,1.1195,0.92076,0.88026,0.92602,0.82598,0.57256,0.48476,1.04177,0.000131275,0.000131275,0.000131275
353,7560.94,0.61656,0.4881,1.12412,0.93184,0.87671,0.92477,0.82483,0.56851,0.48781,1.03437,0.0001288,0.0001288,0.0001288
354,7583.08,0.62148,0.49251,1.11878,0.93219,0.87922,0.92506,0.82502,0.5695,0.49787,1.03706,0.000126325,0.000126325,0.000126325
355,7603.96,0.62368,0.49241,1.12117,0.92347,0.88459,0.92498,0.82307,0.57237,0.49988,1.04082,0.00012385,0.00012385,0.00012385
356,7625.48,0.61791,0.48792,1.12141,0.93476,0.87859,0.92306,0.8182,0.57849,0.5018,1.0505,0.000121375,0.000121375,0.000121375
357,7647.42,0.62251,0.48165,1.11766,0.92162,0.874,0.92564,0.81802,0.57484,0.50539,1.05295,0.0001189,0.0001189,0.0001189
358,7669.19,0.6285,0.49257,1.12368,0.91746,0.87684,0.92742,0.82167,0.57568,0.49114,1.04888,0.000116425,0.000116425,0.000116425
359,7691.57,0.64081,0.49762,1.13652,0.91931,0.87302,0.92488,0.82338,0.56975,0.48571,1.04206,0.00011395,0.00011395,0.00011395
360,7712.71,0.61923,0.49792,1.12548,0.9535,0.86069,0.92754,0.82807,0.56855,0.48512,1.04236,0.000111475,0.000111475,0.000111475
361,7734.7,0.60116,0.46557,1.1115,0.94743,0.8705,0.92439,0.82244,0.57422,0.48658,1.04821,0.000109,0.000109,0.000109
362,7756.7,0.62839,0.49673,1.13292,0.94363,0.8716,0.92264,0.82247,0.57377,0.49341,1.04869,0.000106525,0.000106525,0.000106525
363,7777.76,0.61347,0.47398,1.11315,0.93767,0.86956,0.92056,0.81431,0.57596,0.49835,1.054,0.00010405,0.00010405,0.00010405
364,7799.67,0.63181,0.51122,1.13834,0.93614,0.86679,0.92142,0.81708,0.57268,0.48753,1.05315,0.000101575,0.000101575,0.000101575
365,7820.9,0.60559,0.47919,1.11227,0.91704,0.88929,0.92254,0.81937,0.57837,0.49095,1.05758,9.91e-05,9.91e-05,9.91e-05
366,7842.86,0.60893,0.47694,1.11704,0.9138,0.89924,0.92499,0.82206,0.57713,0.48642,1.05265,9.6625e-05,9.6625e-05,9.6625e-05
367,7864.97,0.60301,0.46552,1.11196,0.92029,0.90399,0.92756,0.82707,0.57973,0.48131,1.05291,9.415e-05,9.415e-05,9.415e-05
368,7885.84,0.6183,0.48661,1.12156,0.91589,0.89261,0.92637,0.82564,0.58015,0.4852,1.05728,9.1675e-05,9.1675e-05,9.1675e-05
